price,square_meters,rooms,floor,is_ground,date,latitude,longitude,price_per_sqm,new_building,is_kottage,has_yard
1950000,231.0,5.0,1.0,0,4,31.25181,34.7913,8441.558441558442,0,1,0
1085000,98.6,4.0,1.0,0,4,31.2558228,34.8070816,11004.056795131846,0,0,0
1800000,124.0,5.0,9.0,0,4,18.7544594,100.624804,14516.129032258064,1,0,0
1780000,124.0,5.0,5.0,0,4,18.7544594,100.624804,14354.838709677419,1,0,0
635000,57.5,3.0,3.0,0,4,31.2570818,34.7741899,11043.478260869566,0,0,0
900000,79.0,4.0,4.0,0,4,31.25181,34.7913,11392.405063291139,0,0,0
765000,63.1,3.5,1.0,0,4,31.2603405,34.7699917,12123.613312202853,0,0,0
685000,65.9,3.0,3.0,0,4,31.2564142,34.7741606,10394.53717754173,0,0,0
745000,64.7,3.0,2.0,0,4,31.2700751,34.7961349,11514.68315301391,0,0,0
590000,33.5,2.0,3.0,0,4,31.2632927,34.7911694,17611.940298507463,0,0,0
105000,61.5,3.0,1.0,0,4,31.2594904,34.7804457,1707.3170731707316,0,0,0
800000,57.8,3.0,7.0,0,4,31.2669692,34.783723,13840.83044982699,1,0,0
950000,62.3,3.0,1.0,0,4,31.2558287,34.8043126,15248.796147672552,0,0,0
1350000,144.0,5.0,1.0,0,4,31.2711031,34.7884618,9375.0,1,0,0
1250000,92.0,4.0,0.0,1,4,31.2570818,34.7741899,13586.95652173913,0,0,0
710000,46.2,3.0,4.0,0,4,31.2708469,34.798904,15367.965367965367,0,0,0
830000,57.8,3.0,1.0,0,4,31.2465997,34.7870314,14359.861591695502,0,0,0
1290000,90.4,4.0,9.0,0,4,31.2386694,34.7700276,14269.911504424777,1,0,0
2050000,98.0,6.0,,0,4,31.2653069,34.7618146,20918.367346938776,1,1,0
1200000,90.8,4.0,1.0,0,4,31.2826233,34.799086,13215.859030837004,1,0,0
1390000,125.0,4.0,1.0,0,4,18.7544594,100.624804,11120.0,0,0,0
1800000,124.0,5.0,0.0,1,4,18.7544594,100.624804,14516.129032258064,1,0,0
400000,,1.0,13.0,0,4,31.2509003,34.8028321,,1,0,0
909000,54.8,3.0,4.0,0,4,31.2459972,34.7887711,16587.591240875914,0,0,0
580000,55.4,3.0,4.0,0,4,31.253724,34.7775908,10469.314079422384,0,0,0
850000,79.0,4.0,8.0,0,4,31.2603405,34.7699917,10759.493670886075,0,0,0
435000,33.0,1.0,8.0,0,4,31.2654772,34.792421,13181.818181818182,1,0,0
700000,59.5,3.0,3.0,0,4,31.246114,34.7747543,11764.70588235294,0,0,0
2290000,212.0,5.0,26.0,0,4,31.2497666,34.7737607,10801.88679245283,1,0,0
1280000,90.0,4.0,1.0,0,4,31.2410401,34.7663758,14222.222222222223,1,0,0
800000,82.0,4.0,1.0,0,4,31.2570818,34.7741899,9756.09756097561,0,0,0
1950000,111.0,4.0,0.0,1,4,18.7544594,100.624804,17567.567567567567,1,0,0
1870000,124.0,5.0,10.0,0,4,18.7544594,100.624804,15080.645161290322,1,0,0
1570000,117.0,4.0,13.0,0,4,18.7544594,100.624804,13418.803418803418,1,0,0
1170000,90.1,4.0,2.0,0,4,31.2517954,34.7915521,12985.571587125418,0,0,0
620000,33.5,2.0,3.0,0,4,31.2632927,34.7911694,18507.462686567163,0,0,0
1620000,108.0,5.0,4.0,0,4,31.2386694,34.7700276,15000.0,1,0,0
1304000,126.0,5.0,3.0,0,4,18.7544594,100.624804,10349.20634920635,0,0,0
1550000,117.0,4.0,4.0,0,4,18.7544594,100.624804,13247.863247863248,1,0,0
1610000,106.0,4.0,0.0,1,4,18.7544594,100.624804,15188.67924528302,1,0,0
1856000,110.0,4.0,0.0,1,4,18.7544594,100.624804,16872.727272727272,1,0,0
1825000,125.0,5.0,8.0,0,4,18.7544594,100.624804,14600.0,1,0,0
980000,74.1,4.0,0.0,1,4,31.3242347,34.9418305,13225.371120107964,0,0,0
700000,68.5,4.0,0.0,1,4,31.2677696,34.7938106,10218.978102189782,0,0,0
1935000,137.0,5.0,,0,4,31.2449119,34.7840064,14124.087591240876,1,0,0
720000,59.0,3.0,2.0,0,4,31.2507748,34.7924911,12203.389830508475,0,0,0
1290000,80.0,3.0,11.0,0,4,18.7544594,100.624804,16125.0,1,0,0
1200000,118.76,5.0,,0,4,31.2576078,34.7631214,10104.412260020208,1,1,0
780000,76.0,4.0,1.0,0,4,31.2507474,34.8074785,10263.157894736842,0,0,0
1150000,84.3,4.0,1.0,0,4,31.2626367,34.7940679,13641.755634638197,0,0,0
1285000,86.0,4.0,2.0,0,4,31.2826233,34.799086,14941.860465116279,1,0,0
695000,79.3,4.0,4.0,0,4,31.2646223,34.7830729,8764.186633039093,0,0,0
1400000,114.0,5.0,13.0,0,4,18.7544594,100.624804,12280.701754385966,0,0,0
970000,75.5,4.0,2.0,0,4,31.2529517,34.7989973,12847.682119205298,0,0,0
1200000,71.8,4.0,0.0,1,4,31.258927,34.7632527,16713.091922005573,1,0,0
980000,84.9,4.0,2.0,0,4,31.2555323,34.7641206,11542.991755005889,1,0,0
950000,68.0,3.0,2.0,0,4,31.2670104,34.7752752,13970.588235294117,1,0,0
1330000,88.0,4.0,1.0,0,4,31.2807458,34.7981011,15113.636363636364,1,0,0
2740000,158.0,5.0,4.0,0,4,18.7544594,100.624804,17341.772151898735,0,0,0
2920000,167.0,5.0,1.0,0,4,31.2801838,34.8001991,17485.02994011976,1,1,0
1580000,115.0,4.0,9.0,0,4,31.2310322,34.7991508,13739.130434782608,1,0,0
118000,37.7,2.0,1.0,0,4,31.2556236,34.8039711,3129.9734748010605,0,0,0
1850000,130.0,5.0,26.0,0,4,18.7544594,100.624804,14230.76923076923,1,0,0
1095000,62.1,3.0,3.0,0,4,31.25181,34.7913,17632.850241545893,0,0,0
901000,88.0,5.0,3.0,0,4,31.2700751,34.7961349,10238.636363636364,0,0,0
910000,83.0,4.0,3.0,0,4,31.2568664,34.760758,10963.855421686747,1,0,0
1225000,85.6,4.0,3.0,0,4,31.236908,34.7725168,14310.747663551403,1,0,0
920000,67.8,3.0,3.0,0,4,31.2460076,34.7698615,13569.321533923305,1,0,0
1730000,107.9,4.0,5.0,0,4,31.233435,34.7690504,16033.364226135309,1,0,0
1800000,109.07,4.0,4.0,0,4,31.233435,34.7690504,16503.163106262036,1,0,0
1700000,130.0,4.0,1.0,0,4,31.2841592,34.8001084,13076.923076923076,1,0,1
2540000,162.0,5.0,1.0,0,3,18.7544594,100.624804,15679.012345679012,0,0,0
1650000,111.0,4.0,8.0,0,3,18.7544594,100.624804,14864.864864864865,1,0,0
1750000,124.0,5.0,2.0,0,4,18.7544594,100.624804,14112.90322580645,1,0,0
695000,55.4,3.0,3.0,0,4,31.253724,34.7775908,12545.126353790614,0,0,0
1290000,80.0,3.0,14.0,0,4,18.7544594,100.624804,16125.0,1,0,0
770000,57.0,3.0,2.0,0,4,31.2517954,34.7915521,13508.771929824561,0,0,0
1140000,87.0,4.0,3.0,0,4,31.2465997,34.7870314,13103.448275862069,0,0,0
1170000,75.5,4.0,4.0,0,4,31.2529517,34.7989973,15496.688741721855,0,0,0
1450000,127.9,5.0,0.0,1,4,31.2507748,34.7924911,11336.982017200939,0,0,0
1305000,93.0,4.0,4.0,0,4,31.2381918,34.7653942,14032.258064516129,1,0,0
620000,76.2,4.0,2.0,0,4,31.2440793,34.8015758,8136.482939632546,0,0,0
1150000,84.5,4.0,2.0,0,4,31.2470295,34.780669,13609.467455621301,0,0,0
685000,59.5,3.0,2.0,0,4,31.25181,34.7913,11512.605042016807,0,0,0
1100000,85.5,4.0,7.0,0,4,31.249326,34.7905565,12865.497076023392,0,0,0
1646000,108.0,4.0,1.0,0,4,18.7544594,100.624804,15240.74074074074,0,0,0
715000,63.5,3.0,1.0,0,4,31.25181,34.7913,11259.842519685038,0,0,0
660000,59.9,3.0,3.0,0,4,31.2581624,34.7707895,11018.363939899833,0,0,0
972000,84.5,4.0,4.0,0,4,31.2546337,34.7717861,11502.958579881657,0,0,0
750000,59.2,3.0,2.0,0,4,31.2575452,34.7782159,12668.918918918918,0,0,0
800000,55.35,3.0,1.0,0,4,31.2629356,34.7933707,14453.477868112013,0,0,0
1315000,83.4,4.0,2.0,0,3,31.2815908,34.8005422,15767.386091127097,1,0,0
1360000,80.0,3.0,7.0,0,3,18.7544594,100.624804,17000.0,1,0,0
1466000,84.0,3.0,11.0,0,3,18.7544594,100.624804,17452.380952380954,0,0,0
1310000,80.0,3.0,11.0,0,3,18.7544594,100.624804,16375.0,1,0,0
695000,44.3,3.0,2.0,0,3,31.25181,34.7913,15688.487584650115,0,0,0
1305000,83.5,4.0,8.0,0,3,31.2450701,34.7715463,15628.74251497006,1,0,0
1200000,64.0,3.0,3.0,0,3,31.2391625,34.7670709,18750.0,1,0,0
830000,61.5,3.0,4.0,0,3,31.2402446,34.7760506,13495.934959349594,1,0,0
600000,66.0,3.0,6.0,0,3,31.2591136,34.7874374,9090.90909090909,0,0,0
1400000,98.0,5.0,,0,3,31.2653069,34.7618146,14285.714285714286,1,0,0
880000,54.92,3.0,7.0,0,3,31.249326,34.7905565,16023.306627822287,0,0,0
1600000,107.0,4.0,2.0,0,3,18.7544594,100.624804,14953.271028037383,1,0,0
910000,73.3,3.0,3.0,0,3,31.2501931,34.8007965,12414.733969986359,0,0,0
700000,38.2,2.0,1.0,0,3,31.2573964,34.8097606,18324.60732984293,0,0,0
940000,43.0,3.0,1.0,0,3,31.2583395,34.794985,21860.46511627907,1,0,0
745000,51.3,3.0,4.0,0,3,31.25181,34.7913,14522.417153996103,0,0,0
650000,33.5,2.0,3.0,0,3,31.2632927,34.7911694,19402.985074626864,0,0,0
1470000,119.93,5.0,3.0,0,3,31.2363696,34.7672926,12257.150004169098,1,0,0
2200000,110.6,5.0,0.0,1,3,31.233672,34.7673693,19891.500904159133,1,0,1
1470000,123.0,4.0,4.0,0,3,31.2841592,34.8001084,11951.219512195123,1,0,0
700000,64.0,3.0,1.0,0,3,31.2645249,34.7817626,10937.5,0,0,0
2610000,166.71,6.0,0.0,1,3,31.2867565,34.8001625,15655.92945834083,1,1,0
1830000,136.0,5.0,6.0,0,3,18.7544594,100.624804,13455.882352941177,1,0,0
800000,62.1,3.0,4.0,0,3,31.2574498,34.7772646,12882.447665056361,0,0,0
620000,36.5,2.0,7.0,0,3,31.2698316,34.7962524,16986.301369863013,1,0,0
680000,44.3,3.0,2.0,0,3,31.25181,34.7913,15349.887133182845,0,0,0
922000,49.8,2.0,2.0,0,3,31.236908,34.7725168,18514.0562248996,1,0,0
1730000,119.9,5.0,3.0,0,3,31.2876823,34.8056597,14428.690575479566,1,0,0
2500000,172.0,6.0,1.0,0,3,18.7544594,100.624804,14534.883720930233,1,0,1
715000,40.4,3.0,3.0,0,3,31.2654772,34.792421,17698.019801980197,0,0,0
685000,61.3,3.0,2.0,0,3,31.2540974,34.7671405,11174.551386623165,0,0,0
630000,65.0,3.0,4.0,0,3,31.2594904,34.7804457,9692.307692307691,0,0,0
710000,75.0,4.0,3.0,0,3,31.2645249,34.7817626,9466.666666666666,0,0,0
1795000,130.0,5.0,6.0,0,3,18.7544594,100.624804,13807.692307692309,1,0,0
1880000,124.0,5.0,9.0,0,3,18.7544594,100.624804,15161.290322580646,1,0,0
1600000,117.0,4.0,11.0,0,3,18.7544594,100.624804,13675.213675213676,1,0,0
750000,77.5,4.0,3.0,0,3,31.2638977,34.7747595,9677.41935483871,0,0,0
1556000,93.0,4.0,7.0,0,3,31.2438978,34.7728012,16731.182795698925,1,0,0
2385000,109.1,5.0,0.0,1,3,31.25181,34.7913,21860.678276810268,1,0,1
1750000,110.0,4.0,1.0,0,3,18.7544594,100.624804,15909.09090909091,1,0,0
1240000,89.0,4.0,4.0,0,4,31.2383573,34.7728766,13932.58426966292,1,0,0
1570000,129.35,4.0,4.0,0,4,31.2840807,34.8039436,12137.611132586007,1,0,0
1251000,169.0,5.0,3.0,0,4,18.7544594,100.624804,7402.366863905326,0,0,0
1600000,117.0,4.0,14.0,0,5,18.7544594,100.624804,13675.213675213676,1,0,0
490000,61.1,3.0,3.0,0,5,31.2701663,34.7876837,8019.639934533551,0,0,0
1700000,109.0,5.0,0.0,1,5,31.2775636,34.7982254,15596.330275229358,1,0,1
2150000,185.0,5.0,11.0,0,5,30.993111,34.9362836,11621.621621621622,1,0,0
1690000,159.0,5.0,17.0,0,5,31.2672122,34.7865619,10628.930817610062,1,0,0
600000,46.85,2.0,1.0,0,5,31.2627001,34.7895456,12806.830309498398,0,0,0
695000,40.5,3.0,3.0,0,5,31.2711116,34.7950111,17160.493827160495,0,0,0
790000,59.6,3.0,2.0,0,5,31.2571274,34.7740128,13255.03355704698,0,0,0
550000,38.3,2.0,4.0,0,5,31.253729,34.8107094,14360.313315926895,0,0,0
690000,59.9,3.0,4.0,0,5,31.261554,34.7764833,11519.198664440735,0,0,0
770000,37.2,2.0,3.0,0,5,31.25181,34.7913,20698.924731182793,0,0,0
1670000,115.0,5.0,1.0,0,5,31.2837767,34.8019887,14521.739130434782,1,0,0
1270000,97.0,4.0,4.0,0,5,31.2801846,34.8050308,13092.783505154639,1,0,0
1900000,142.0,5.0,0.0,1,5,18.7544594,100.624804,13380.281690140846,1,1,0
1446000,84.0,3.0,12.0,0,5,18.7544594,100.624804,17214.285714285714,0,0,0
500000,35.0,2.0,14.0,0,5,31.2509003,34.8028321,14285.714285714286,1,0,0
1650000,139.0,5.0,0.0,1,5,31.2458527,34.7924346,11870.503597122302,0,0,0
1590000,116.0,4.0,2.0,0,4,31.2823844,34.8040386,13706.896551724138,1,0,0
1350000,106.0,5.0,4.0,0,4,31.2356182,34.7856585,12735.849056603774,1,0,0
1845000,124.0,5.0,3.0,0,4,18.7544594,100.624804,14879.032258064517,1,0,0
1656000,108.0,4.0,14.0,0,4,18.7544594,100.624804,15333.333333333334,0,0,0
1810000,124.0,5.0,8.0,0,4,18.7544594,100.624804,14596.774193548386,1,0,0
445000,46.2,3.0,4.0,0,4,31.2708469,34.798904,9632.03463203463,0,0,0
135000,77.0,4.0,2.0,0,4,31.2511159,34.7764099,1753.2467532467533,0,0,0
745000,35.4,2.0,2.0,0,4,31.27196,34.7969374,21045.197740112995,0,0,0
720000,64.1,3.0,1.0,0,4,31.2516415,34.7730829,11232.44929797192,0,0,0
1340000,90.4,4.0,6.0,0,4,31.2386694,34.7700276,14823.008849557522,1,0,0
1235000,105.2,4.0,1.0,0,4,31.2383573,34.7728766,11739.54372623574,1,0,0
840000,61.5,3.0,8.0,0,4,31.2640892,34.7893206,13658.536585365853,0,0,0
1180000,95.0,4.0,1.0,0,4,31.2764307,34.8039179,12421.052631578947,1,0,0
1600000,114.3,5.0,10.0,0,4,31.2482069,34.7981086,13998.25021872266,1,0,0
1665000,116.0,4.0,7.0,0,4,18.7544594,100.624804,14353.448275862069,1,0,0
600000,38.8,3.0,2.0,0,4,31.2641354,34.7914444,15463.917525773197,0,0,0
530000,38.7,3.0,3.0,0,4,31.5282923,35.0920418,13695.090439276484,0,0,0
790000,78.9,4.0,6.0,0,4,31.2603405,34.7699917,10012.674271229404,0,0,0
930000,81.0,4.0,2.0,0,4,31.2495219,34.7827597,11481.481481481482,0,0,0
1295000,85.9,4.0,2.0,0,4,31.2398349,34.7729986,15075.669383003491,1,0,0
820000,71.7,3.0,0.0,1,4,31.2470295,34.780669,11436.541143654114,0,0,0
894000,69.0,3.0,1.0,0,4,31.25181,34.7913,12956.521739130434,0,0,0
800000,71.2,3.0,1.0,0,4,31.2523893,34.7710748,11235.955056179775,0,0,0
820000,64.8,3.0,6.0,0,4,31.2475458,34.7772668,12654.320987654322,0,0,0
690000,41.7,2.0,2.0,0,4,31.2517954,34.7915521,16546.762589928057,0,0,0
680000,64.1,3.0,2.0,0,4,31.2570818,34.7741899,10608.42433697348,0,0,0
1350000,91.0,4.0,2.0,0,4,31.2381918,34.7653942,14835.164835164835,1,0,0
2000000,108.0,5.0,1.0,0,4,31.25181,34.7913,18518.51851851852,1,0,0
1100000,100.0,4.5,1.0,0,4,31.2697683,34.7675951,11000.0,1,0,0
980000,87.4,4.0,1.0,0,4,31.2551579,34.7710589,11212.814645308923,0,0,0
830000,64.6,3.0,7.0,0,4,31.2568664,34.760758,12848.297213622292,1,0,0
585000,61.8,3.0,4.0,0,4,31.2527241,34.7783453,9466.019417475729,0,0,0
750000,51.7,3.0,2.0,0,4,31.25181,34.7913,14506.769825918762,0,0,0
625000,44.0,3.0,1.0,0,4,29.8959204,35.0596217,14204.545454545454,0,0,0
905000,75.0,4.0,2.0,0,4,31.2621166,34.7901646,12066.666666666666,0,0,0
850000,66.0,3.0,8.0,0,4,31.2614025,34.7801722,12878.787878787878,0,0,0
820000,64.6,3.0,8.0,0,4,31.2568664,34.760758,12693.498452012385,1,0,0
590000,49.0,2.0,4.0,0,4,31.2570818,34.7741899,12040.816326530612,0,0,0
620000,62.5,3.0,4.0,0,4,31.2555323,34.7641206,9920.0,0,0,0
1140000,79.0,4.0,8.0,0,4,31.2655777,34.7763817,14430.379746835442,1,0,0
1390000,82.0,3.0,3.0,0,4,18.7544594,100.624804,16951.219512195123,1,0,0
800000,56.0,3.0,1.0,0,4,31.2570818,34.7741899,14285.714285714286,0,0,0
2200000,150.0,5.0,17.0,0,4,18.7544594,100.624804,14666.666666666666,1,0,0
700000,78.9,4.0,4.0,0,4,31.2540974,34.7671405,8871.989860583017,0,0,0
850000,66.0,3.0,5.0,0,4,31.2570818,34.7741899,12878.787878787878,0,0,0
2300000,150.0,5.0,13.0,0,4,31.2497666,34.7737607,15333.333333333334,1,0,0
2880000,80.0,4.0,0.0,1,4,31.2670104,34.7752752,36000.0,1,0,0
2350000,132.0,5.0,2.0,0,4,18.7544594,100.624804,17803.030303030304,0,0,0
2250000,138.0,5.0,9.0,0,4,18.7544594,100.624804,16304.347826086956,1,0,0
755000,51.5,3.0,3.0,0,4,31.2651976,34.8025019,14660.194174757282,0,0,0
1550000,92.0,4.0,0.0,1,4,31.2350162,34.774158,16847.82608695652,1,0,1
900000,82.0,4.0,3.0,0,4,31.2644446,34.7852843,10975.609756097561,0,0,0
1490000,81.0,4.0,0.0,1,4,31.263368,34.763107,18395.061728395063,1,0,1
1170000,65.0,3.0,2.0,0,4,31.2782469,34.8008177,18000.0,1,0,0
760000,76.2,4.0,1.0,0,4,31.2456521,34.8006071,9973.753280839896,0,0,0
1810000,124.0,5.0,4.0,0,4,18.7544594,100.624804,14596.774193548386,1,0,0
1726000,116.0,4.0,8.0,0,4,18.7544594,100.624804,14879.310344827587,1,0,0
850000,54.8,3.0,4.0,0,4,31.246032,34.7886312,15510.94890510949,0,0,0
1250000,130.0,4.5,1.0,0,4,31.2460169,34.7758696,9615.384615384615,1,0,0
1560000,117.0,4.0,10.0,0,5,18.7544594,100.624804,13333.333333333334,1,0,0
680000,69.0,4.0,1.0,0,5,31.2641354,34.7914444,9855.072463768116,0,0,0
870000,86.0,4.0,9.0,0,5,31.2521239,34.7867198,10116.279069767443,0,0,0
465000,31.0,2.0,3.0,0,5,31.2591136,34.7874374,15000.0,0,0,0
760000,82.0,4.0,4.0,0,5,31.2648496,34.7847548,9268.292682926829,0,0,0
1280000,91.0,3.5,11.0,0,5,31.25181,34.7913,14065.934065934065,1,0,0
3100000,157.0,5.0,1.0,0,5,18.7544594,100.624804,19745.222929936306,1,1,0
1580000,116.0,4.0,4.0,0,5,18.7544594,100.624804,13620.689655172413,1,0,0
720000,37.0,2.0,2.0,0,5,31.2576222,34.8117624,19459.45945945946,0,0,0
635000,46.8,3.0,3.0,0,5,31.2708469,34.798904,13568.376068376068,0,0,0
430000,34.5,2.0,10.0,0,5,31.2654772,34.792421,12463.768115942028,1,0,0
695000,61.7,3.0,1.0,0,5,31.2572492,34.7767003,11264.18152350081,0,0,0
705000,44.3,3.0,3.0,0,5,31.25181,34.7913,15914.221218961626,0,0,0
1750000,88.6,4.0,0.0,1,5,31.2366144,34.7768996,19751.693002257336,1,0,1
1000000,79.8,4.0,5.0,0,5,31.2584405,34.7686002,12531.328320802006,0,0,0
1600000,87.0,4.0,0.0,1,5,31.2780821,34.8208146,18390.80459770115,1,0,1
1550000,95.0,4.0,0.0,1,5,31.2697683,34.7675951,16315.78947368421,1,0,1
2600000,158.0,5.0,1.0,0,5,18.7544594,100.624804,16455.696202531646,1,0,0
1250000,86.7,4.0,0.0,1,5,31.2528184,34.8076216,14417.53171856978,0,0,0
400000,56.95,3.0,3.0,0,5,31.2575452,34.7782159,7023.705004389815,0,0,0
616667,122.0,5.0,1.0,0,5,31.2412127,34.7799179,5054.647540983607,0,1,0
640000,56.8,3.5,1.0,0,5,31.2532927,34.7779247,11267.605633802817,0,0,0
517000,53.7,3.0,3.0,0,5,31.2701663,34.7876837,9627.56052141527,0,0,0
600000,40.5,3.0,1.0,0,5,31.2711116,34.7950111,14814.814814814816,0,0,0
840000,77.3,4.0,3.0,0,5,31.2565276,34.7674499,10866.752910737387,0,0,0
375000,25.6,1.0,4.0,0,5,31.2594904,34.7804457,14648.4375,0,0,0
710000,66.8,3.0,3.0,0,5,31.2594904,34.7804457,10628.742514970061,0,0,0
1830000,189.0,5.0,1.0,0,5,31.2619527,34.77455,9682.539682539682,0,1,0
1700000,109.12,4.0,4.0,0,5,31.233435,34.7690504,15579.178885630497,1,0,0
1140000,78.0,3.0,5.0,0,5,31.25181,34.7913,14615.384615384615,1,0,0
1480000,81.0,4.0,0.0,1,5,31.2687901,34.760265,18271.604938271605,1,0,0
835000,61.4,3.0,3.0,0,5,31.25181,34.7913,13599.348534201954,0,0,0
