price,square_meters,rooms,floor,is_ground,latitude,longitude,date,price_per_sqm,is_kottage,has_yard,safe_room,elevator,parking,bars,air_conditioner,accessible,furniture,new_building
1095000.0,60.0,3.0,2.0,0.0,0.0,0.0,0.0,18250.0,0.0,0.0,0,0,0,0,1,0,1,0
2850000.0,168.0,6.0,0.0,1.0,0.0,0.0,0.0,16964.285714285714,1.0,0.0,1,0,1,1,1,1,1,1
1540000.0,145.0,4.0,0.0,1.0,31.2409898,34.8102776,0.0,10620.689655172413,1.0,0.0,0,0,1,0,0,0,0,0
970000.0,96.0,4.0,2.0,0.0,31.2398527,34.77714,0.0,10104.166666666666,0.0,0.0,1,1,0,0,1,1,0,1
675000.0,55.0,3.0,1.0,0.0,31.2409898,34.8102776,0.0,12272.727272727272,0.0,0.0,0,0,1,0,1,0,1,0
1070000.0,76.0,2.0,6.0,0.0,31.25939,34.794808,0.0,14078.947368421053,0.0,0.0,1,1,1,0,1,1,1,1
10000.0,480.0,5.0,0.0,1.0,31.2604274821429,34.7612569285714,0.0,20.833333333333332,1.0,0.0,1,0,1,1,1,1,0,1
865000.0,85.0,4.0,3.0,0.0,31.254983,34.793087,0.0,10176.470588235294,0.0,0.0,0,0,0,1,1,0,1,0
1280000.0,98.0,3.0,2.0,0.0,31.2409898,34.8102776,0.0,13061.224489795919,0.0,0.0,1,1,1,0,1,0,0,1
1950000.0,140.0,4.0,0.0,1.0,31.2409898,34.8102776,0.0,13928.57142857143,0.0,1.0,1,1,1,1,1,1,0,1
1170000.0,120.0,4.0,1.0,0.0,31.2539153684211,34.7955269473684,0.0,9750.0,0.0,0.0,0,1,1,0,0,1,0,1
2600000.0,500.0,8.0,0.0,1.0,31.2606593977273,34.7855464431818,0.0,5200.0,1.0,0.0,1,0,1,0,1,0,0,1
1520000.0,100.0,4.0,5.0,0.0,31.253217,34.795765,0.0,15200.0,0.0,0.0,0,1,1,1,1,1,0,1
1650000.0,194.0,4.0,0.0,1.0,31.283478,34.803557,0.0,8505.154639175258,0.0,1.0,1,1,1,1,1,1,1,1
2600000.0,260.0,4.5,4.0,0.0,31.282944,34.80008,0.0,10000.0,0.0,0.0,1,1,1,1,1,1,1,1
2050000.0,185.0,5.0,17.0,0.0,31.251722,34.7952,0.0,11081.081081081082,0.0,0.0,1,1,1,0,1,0,0,1
1920000.0,136.0,5.0,5.0,0.0,0.0,0.0,0.0,14117.64705882353,0.0,0.0,1,1,1,1,1,0,0,1
2330000.0,127.0,5.0,0.0,1.0,0.0,0.0,0.0,18346.456692913387,0.0,1.0,1,1,1,1,1,1,0,1
1100000.0,80.0,4.0,1.0,0.0,31.252001,34.790688,0.0,13750.0,0.0,0.0,0,0,1,1,1,0,1,0
1450000.0,121.0,4.0,3.0,0.0,31.285978,34.804329,0.0,11983.471074380166,0.0,0.0,1,1,1,0,1,0,0,1
2650000.0,339.0,5.0,0.0,1.0,0.0,0.0,0.0,7817.109144542773,1.0,0.0,1,0,1,1,1,1,0,1
2290000.0,180.0,5.0,4.0,0.0,31.283477,34.79985,0.0,12722.222222222223,0.0,0.0,1,1,1,0,1,1,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0
1550005.0,146.0,5.0,3.0,0.0,31.234796,34.785684,0.0,10616.472602739726,0.0,0.0,1,1,1,0,1,1,0,1
1250000.0,120.0,4.0,6.0,0.0,31.249546,34.791017,0.0,10416.666666666666,0.0,0.0,0,1,1,0,1,1,1,1
1290000.0,150.0,5.0,14.0,0.0,0.0,0.0,0.0,8600.0,0.0,0.0,1,1,1,1,1,1,0,1
2100000.0,156.0,4.0,14.0,0.0,31.255285,34.783185,0.0,13461.538461538461,0.0,0.0,1,1,1,0,1,1,0,1
1320000.0,127.0,4.0,2.0,0.0,0.0,0.0,0.0,10393.700787401574,0.0,0.0,1,0,0,1,1,0,0,1
2160000.0,197.0,6.5,0.0,1.0,31.27782,34.802813,0.0,10964.467005076142,0.0,0.0,1,1,1,1,1,1,1,1
3500000.0,260.0,9.0,0.0,1.0,31.243462,34.764574,0.0,13461.538461538461,1.0,0.0,1,0,1,1,1,0,1,1
810000.0,92.0,4.0,4.0,0.0,31.264495,34.780717,0.0,8804.347826086956,0.0,0.0,0,0,0,0,1,0,1,0
695000.0,85.0,3.0,3.0,0.0,31.257127,34.778651,0.0,8176.470588235294,0.0,0.0,0,0,0,1,1,0,1,0
450000.0,36.0,0.0,7.0,0.0,31.249488,34.80197,0.0,12500.0,0.0,0.0,1,1,1,0,1,1,1,1
969000.0,100.0,3.0,0.0,1.0,31.2656986666667,34.7845362222222,0.0,9690.0,0.0,0.0,0,1,1,0,1,1,0,1
1140000.0,115.0,5.0,9.0,0.0,0.0,0.0,0.0,9913.04347826087,0.0,0.0,0,1,0,0,1,1,0,1
1350000.0,105.0,3.5,3.0,0.0,0.0,0.0,0.0,12857.142857142857,0.0,0.0,1,1,1,1,1,1,0,1
1275000.0,107.0,4.0,3.0,0.0,31.2543385769231,34.7934598076923,0.0,11915.88785046729,0.0,0.0,0,0,1,0,1,0,1,0
760000.0,78.0,4.0,3.0,0.0,31.257294,34.808287,0.0,9743.589743589744,0.0,0.0,0,0,1,1,1,0,0,0
760000.0,78.0,4.0,4.0,0.0,31.2583444921875,34.7836240351563,0.0,9743.589743589744,0.0,0.0,0,0,0,1,1,0,1,0
1680000.0,125.0,4.0,0.0,1.0,31.282849952381,34.8003803809524,0.0,13440.0,0.0,1.0,1,1,1,1,1,1,0,1
2399000.0,260.0,6.0,0.0,1.0,31.2743837887324,34.8016711549296,0.0,9226.923076923076,1.0,0.0,1,0,1,0,1,0,0,1
890000.0,54.0,3.0,1.0,0.0,31.258664,34.793357,0.0,16481.48148148148,0.0,0.0,0,0,0,0,0,0,0,0
1920000.0,184.0,5.0,14.0,0.0,31.2552723333333,34.78490875,0.0,10434.782608695652,0.0,0.0,1,1,1,1,1,1,1,1
2600000.0,300.0,6.5,0.0,1.0,31.2409898,34.8102776,0.0,8666.666666666666,1.0,0.0,1,0,1,1,1,1,0,1
615000.0,70.0,3.0,3.0,0.0,31.2703337888889,34.7851364111111,0.0,8785.714285714286,0.0,0.0,0,0,1,1,1,0,1,0
1299000.0,130.0,4.0,3.0,0.0,31.257529,34.806795,0.0,9992.307692307691,0.0,0.0,1,1,1,0,1,1,1,1
3095000.0,239.0,6.0,9.0,0.0,31.2559909285714,34.7549493571429,0.0,12949.790794979079,0.0,0.0,1,1,1,1,1,1,0,1
990000.0,72.0,3.5,3.0,0.0,31.254906,34.793783,0.0,13750.0,0.0,0.0,0,0,0,1,1,0,1,0
2180000.0,125.0,4.5,5.0,0.0,31.2647836666667,34.8126395555556,0.0,17440.0,0.0,0.0,1,1,1,0,1,1,0,1
1600000.0,130.0,4.0,2.0,0.0,31.2876702857143,34.8004466666667,0.0,12307.692307692309,0.0,0.0,1,1,1,1,1,1,0,1
1840000.0,176.0,5.0,7.0,0.0,31.246361,34.789682,0.0,10454.545454545454,0.0,0.0,1,1,1,0,1,1,1,1
2090000.0,200.0,5.0,6.0,0.0,31.2772136826923,34.8234300673077,0.0,10450.0,0.0,0.0,1,1,1,0,1,1,0,1
969000.0,73.0,4.0,3.0,0.0,31.254014,34.792154,0.0,13273.972602739726,0.0,0.0,0,0,0,1,1,0,1,0
1449000.0,126.0,4.0,3.0,0.0,31.2409898,34.8102776,0.0,11500.0,0.0,0.0,1,1,1,1,1,1,0,1
950000.0,90.0,4.0,0.0,1.0,31.26776,34.794301,0.0,10555.555555555555,1.0,0.0,0,0,0,1,1,1,0,0
1240000.0,119.0,5.0,2.0,0.0,31.2409898,34.8102776,0.0,10420.16806722689,0.0,0.0,0,1,1,1,1,1,0,1
770000.0,110.0,4.0,4.0,0.0,31.257737,34.769796,0.0,7000.0,0.0,0.0,0,0,1,1,1,0,0,0
1050000.0,100.0,4.0,3.0,0.0,31.259035,34.783534,0.0,10500.0,0.0,0.0,0,0,0,0,1,0,1,0
860000.0,50.0,3.0,1.0,0.0,31.261151,34.794439,0.0,17200.0,0.0,0.0,0,0,0,1,1,0,1,0
970000.0,100.0,4.5,1.0,0.0,31.246074,34.795127,0.0,9700.0,0.0,0.0,0,0,0,0,1,0,1,0
1985000.0,188.0,5.0,1.0,0.0,31.255272,34.784909,0.0,10558.510638297872,0.0,0.0,1,1,1,1,1,1,0,1
700000.0,78.0,3.5,4.0,0.0,31.257689,34.783072,0.0,8974.358974358975,0.0,0.0,0,0,0,0,0,0,0,0
760000.0,73.0,3.0,1.0,0.0,31.252461,34.803682,0.0,10410.95890410959,0.0,0.0,0,0,0,1,1,0,0,0
1100000.0,70.0,4.0,4.0,0.0,31.263945,34.797848,0.0,15714.285714285714,0.0,0.0,0,0,0,0,1,0,1,0
1700000.0,158.0,5.0,2.0,0.0,31.277636,34.800643,0.0,10759.493670886075,0.0,0.0,1,1,1,0,1,0,1,1
1250000.0,270.0,3.0,1.0,0.0,31.251,34.794036,0.0,4629.62962962963,0.0,1.0,0,0,0,0,1,1,1,0
1820000.0,110.0,4.0,0.0,1.0,31.28525,34.801549,0.0,16545.454545454544,0.0,1.0,1,1,1,1,1,1,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0
880000.0,70.0,3.0,5.0,0.0,0.0,0.0,0.0,12571.42857142857,0.0,0.0,1,1,1,0,1,1,0,1
1250000.0,88.0,3.0,7.0,0.0,31.23542,34.780602,0.0,14204.545454545454,0.0,0.0,1,1,1,1,0,1,1,1
1390000.0,115.0,4.0,3.0,0.0,31.276626,34.822244,0.0,12086.95652173913,0.0,0.0,1,1,0,0,1,0,1,1
848000.0,65.0,4.0,1.0,0.0,31.264959,34.795144,0.0,13046.153846153846,0.0,0.0,0,0,0,0,1,0,1,0
850000.0,74.0,3.5,2.0,0.0,31.259902,34.790567,0.0,11486.486486486487,0.0,0.0,0,0,1,1,1,0,1,0
1380000.0,110.0,5.0,4.0,0.0,31.246345,34.804483,0.0,12545.454545454546,0.0,0.0,0,0,1,0,1,0,0,0
2300000.0,220.0,5.0,3.0,0.0,31.228527,34.818082,0.0,10454.545454545454,0.0,0.0,1,1,1,0,1,1,0,1
2800000.0,340.0,5.5,0.0,1.0,31.253486,34.762651,0.0,8235.29411764706,1.0,0.0,1,0,1,1,1,1,0,1
3100000.0,177.0,6.0,0.0,1.0,31.28703,34.799488,0.0,17514.12429378531,1.0,0.0,1,0,1,1,1,1,0,1
1190000.0,107.0,4.0,5.0,0.0,31.256047,34.807261,0.0,11121.495327102804,0.0,0.0,1,1,1,0,1,1,1,1
590000.0,67.0,3.0,3.0,0.0,31.2700016147541,34.7869256229508,0.0,8805.970149253732,0.0,0.0,0,0,0,0,1,0,0,0
3199000.0,480.0,5.0,0.0,1.0,31.2409898,34.8102776,0.0,6664.583333333333,1.0,0.0,1,0,1,0,1,1,0,1
679000.0,50.0,3.0,3.0,0.0,31.263905,34.791478,0.0,13580.0,0.0,0.0,0,0,0,0,1,0,0,0
0.0,152.0,5.0,1.0,0.0,31.2329178346457,34.7667503858268,0.0,0.0,0.0,0.0,1,1,1,0,1,1,0,1
1400000.0,100.0,5.0,0.0,1.0,31.2409898,34.8102776,0.0,14000.0,0.0,1.0,1,1,1,0,0,0,0,1
0.0,113.0,4.0,3.0,0.0,31.2432932,34.79019655,0.0,0.0,0.0,0.0,0,1,1,0,1,0,1,1
2400000.0,173.0,5.0,5.0,0.0,31.282849952381,34.8003803809524,0.0,13872.832369942196,0.0,0.0,1,1,1,0,1,1,0,1
1490000.0,140.0,4.0,4.0,0.0,31.2872804137931,34.8060372068966,0.0,10642.857142857143,0.0,0.0,1,1,1,0,1,1,0,1
1250000.0,115.0,4.0,5.0,0.0,31.2388306415094,34.7739166981132,0.0,10869.565217391304,0.0,0.0,1,1,1,1,1,1,0,1
1630000.0,144.0,5.0,7.0,0.0,31.243932,34.785898,0.0,11319.444444444445,0.0,0.0,1,1,1,1,1,1,0,1
700000.0,60.0,3.0,3.0,0.0,31.26611425,34.795434952381,0.0,11666.666666666666,0.0,0.0,0,0,0,1,1,0,1,0
929000.0,85.0,3.0,0.0,1.0,31.2636110512821,34.7954872307692,0.0,10929.411764705883,0.0,1.0,0,0,0,1,1,1,1,0
2400000.0,220.0,5.0,9.0,0.0,31.2305219302326,34.8206466744186,0.0,10909.09090909091,0.0,0.0,1,0,1,0,1,0,0,1
780000.0,60.0,3.0,0.0,1.0,31.264183,34.774816,0.0,13000.0,0.0,1.0,0,0,0,1,1,1,1,0
945000.0,70.0,3.0,3.0,0.0,31.25952,34.794377,0.0,13500.0,0.0,0.0,0,0,0,1,1,0,1,0
755000.0,78.0,4.0,2.0,0.0,31.2574624583333,34.8080765416667,0.0,9679.48717948718,0.0,0.0,0,0,1,1,1,0,1,0
1050000.0,107.0,3.0,2.0,0.0,0.0,0.0,0.0,9813.084112149532,0.0,0.0,1,1,1,1,1,1,0,1
1690000.0,145.0,4.0,0.0,1.0,31.2409898,34.8102776,0.0,11655.172413793103,0.0,1.0,1,1,1,1,1,1,0,1
1700000.0,120.0,5.0,0.0,1.0,31.249948,34.781999,0.0,14166.666666666666,0.0,0.0,0,0,0,1,1,1,0,0
1300000.0,145.0,5.0,0.0,1.0,31.250108,34.802679,0.0,8965.51724137931,0.0,1.0,0,0,1,1,1,0,0,0
1190000.0,112.0,5.0,2.0,0.0,31.267286,34.767462,0.0,10625.0,0.0,0.0,1,0,1,0,1,0,1,1
1950000.0,146.0,5.0,2.0,0.0,31.254405,34.796507,0.0,13356.164383561643,0.0,0.0,1,1,1,0,1,1,0,1
930000.0,44.0,3.0,1.0,0.0,31.261057,34.793956,0.0,21136.363636363636,0.0,1.0,0,0,0,1,1,0,1,0
1650000.0,142.0,5.0,3.0,0.0,0.0,0.0,0.0,11619.718309859154,0.0,0.0,1,1,0,0,1,0,0,1
1880000.0,201.0,4.0,0.0,1.0,0.0,0.0,0.0,9353.233830845771,0.0,1.0,1,1,1,1,1,1,0,1
870000.0,64.0,4.0,2.0,0.0,31.261078,34.790624,0.0,13593.75,0.0,0.0,0,0,0,1,1,0,1,0
2500000.0,243.0,6.0,0.0,1.0,31.232695,34.777376,0.0,10288.0658436214,1.0,0.0,1,0,1,0,1,0,0,1
1770000.0,150.0,5.0,3.0,0.0,31.284483,34.800727,0.0,11800.0,0.0,0.0,1,1,1,1,1,1,1,1
0.0,250.0,6.0,0.0,1.0,31.269937,34.80652,0.0,0.0,1.0,0.0,1,0,1,0,1,0,0,1
1100000.0,55.0,3.0,9.0,0.0,31.25939,34.794808,0.0,20000.0,0.0,0.0,1,1,1,0,1,1,1,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0
800000.0,72.0,3.0,4.0,0.0,31.245568,34.791832,0.0,11111.111111111111,0.0,0.0,0,0,0,0,1,0,1,0
0.0,167.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1
1500000.0,128.0,4.0,5.0,0.0,31.238566,34.769129,0.0,11718.75,0.0,0.0,1,1,1,1,1,1,0,1
875000.0,50.0,2.0,0.0,1.0,31.257294,34.808287,0.0,17500.0,0.0,0.0,0,0,0,1,1,0,0,0
1100000.0,74.0,2.0,4.0,0.0,31.269708,34.765805,0.0,14864.864864864865,0.0,0.0,1,1,0,0,1,0,0,1
850000.0,84.0,3.0,2.0,0.0,0.0,0.0,0.0,10119.047619047618,0.0,0.0,0,1,1,0,1,0,0,1
1750000.0,107.0,3.0,3.0,0.0,31.264176,34.772155,0.0,16355.140186915887,0.0,0.0,1,1,1,0,1,1,0,1
950000.0,101.0,4.5,2.0,0.0,31.245274,34.794267,0.0,9405.940594059406,0.0,0.0,0,0,0,0,1,0,1,0
1950000.0,190.0,5.0,1.0,0.0,0.0,0.0,0.0,10263.157894736842,0.0,0.0,1,1,1,1,1,0,1,1
2440000.0,155.0,5.5,0.0,1.0,31.244368,34.779102,0.0,15741.935483870968,0.0,0.0,1,0,1,1,1,1,0,1
2600000.0,300.0,6.5,0.0,1.0,31.2409898,34.8102776,0.0,8666.666666666666,1.0,0.0,1,0,1,1,1,1,0,1
1400000.0,180.0,5.0,8.0,0.0,31.26672,34.774793,0.0,7777.777777777777,0.0,0.0,1,1,1,1,1,1,0,1
1575000.0,190.0,4.0,4.0,0.0,31.278003047619,34.8005495,0.0,8289.473684210527,0.0,0.0,1,1,1,0,1,1,0,1
960000.0,95.0,4.0,5.0,0.0,31.2409898,34.8102776,0.0,10105.263157894737,0.0,0.0,0,1,1,0,1,0,0,1
2590000.0,220.0,5.0,8.0,0.0,31.2559909285714,34.7549493571429,0.0,11772.727272727272,0.0,0.0,1,1,1,1,1,0,0,1
680000.0,60.0,3.0,3.0,0.0,31.2409898,34.8102776,0.0,11333.333333333334,0.0,0.0,0,1,0,1,1,0,1,1
620000.0,45.0,2.0,2.0,0.0,31.2574624583333,34.8080765416667,0.0,13777.777777777777,0.0,0.0,0,0,1,1,1,0,1,0
0.0,125.0,5.0,0.0,1.0,31.2537917222222,34.7896048888889,0.0,0.0,1.0,0.0,0,0,1,1,1,1,1,0
1770000.0,140.0,5.0,0.0,1.0,31.237213,34.772538,0.0,12642.857142857143,0.0,1.0,1,1,1,1,1,1,0,1
1990000.0,250.0,5.0,0.0,1.0,31.2409898,34.8102776,0.0,7960.0,1.0,0.0,1,0,1,0,1,1,0,1
610000.0,54.0,2.5,3.0,0.0,31.2610354354839,34.7913790483871,0.0,11296.296296296296,0.0,0.0,0,0,0,0,1,0,1,0
549000.0,56.0,2.0,4.0,0.0,31.249488,34.80197,0.0,9803.57142857143,0.0,0.0,0,1,0,0,1,0,0,1
969000.0,100.0,3.0,0.0,1.0,31.2656986666667,34.7845362222222,0.0,9690.0,0.0,0.0,0,1,1,0,1,1,0,1
690000.0,55.0,2.0,3.0,0.0,31.2684863257576,34.7999678560606,0.0,12545.454545454546,0.0,0.0,0,0,0,1,1,0,1,0
1575000.0,160.0,5.0,0.0,1.0,31.280903925,34.79908875,0.0,9843.75,0.0,1.0,1,1,1,1,1,1,0,1
2000000.0,127.0,5.0,1.0,0.0,31.2746243544304,34.823182,0.0,15748.031496062993,0.0,0.0,1,0,1,1,1,0,0,1
3250000.0,250.0,5.0,0.0,1.0,31.2869091285714,34.8007492,0.0,13000.0,1.0,0.0,1,0,1,1,1,0,0,1
2950000.0,250.0,6.0,0.0,1.0,31.2728654927536,34.8085336956522,0.0,11800.0,1.0,0.0,1,0,1,0,1,0,0,1
1320000.0,104.0,3.0,2.0,0.0,31.282849952381,34.8003803809524,0.0,12692.307692307691,0.0,0.0,1,1,1,0,1,1,0,1
1300000.0,112.0,5.0,1.0,0.0,31.255433,34.791369,0.0,11607.142857142857,0.0,0.0,0,0,1,0,1,0,0,0
785000.0,76.0,4.0,2.0,0.0,31.2409898,34.8102776,0.0,10328.947368421053,0.0,0.0,0,0,1,0,0,0,0,0
1620000.0,380.0,5.0,0.0,1.0,31.2409898,34.8102776,0.0,4263.1578947368425,1.0,0.0,0,0,1,0,1,1,0,0
0.0,1.0,4.0,4.0,0.0,31.2329178346457,34.7667503858268,0.0,0.0,0.0,0.0,1,1,1,0,1,1,0,1
1700000.0,250.0,7.0,0.0,1.0,31.2384031,34.7814821,0.0,6800.0,1.0,0.0,0,0,1,1,1,1,0,0
1350000.0,107.0,3.0,3.0,0.0,31.239199,34.772466,0.0,12616.822429906542,0.0,0.0,1,1,0,0,1,1,0,1
1750000.0,180.0,5.0,0.0,1.0,31.247693,34.78104,0.0,9722.222222222223,1.0,0.0,0,0,0,1,1,0,1,0
1320000.0,115.0,4.0,2.0,0.0,31.284523,34.799018,0.0,11478.260869565218,0.0,0.0,1,1,1,1,1,0,0,1
10000.0,250.0,4.0,0.0,1.0,31.261446,34.756079,0.0,40.0,1.0,0.0,1,0,1,1,0,0,0,1
870000.0,84.0,3.0,8.0,0.0,31.25601,34.771891,0.0,10357.142857142857,0.0,0.0,0,1,0,0,1,0,0,1
1215000.0,85.0,4.5,2.0,0.0,31.249671,34.807409,0.0,14294.117647058823,0.0,0.0,0,0,0,0,1,0,1,0
2100000.0,170.0,5.0,2.0,0.0,0.0,0.0,0.0,12352.941176470587,0.0,0.0,1,0,1,1,1,0,0,1
1800000.0,140.0,4.0,0.0,1.0,31.229184,34.825919,0.0,12857.142857142857,0.0,1.0,1,1,1,1,1,1,0,1
1150000.0,95.0,3.0,3.0,0.0,31.269376,34.767295,0.0,12105.263157894737,0.0,0.0,1,1,1,1,1,1,0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0
1060000.0,100.0,4.0,8.0,0.0,0.0,0.0,0.0,10600.0,0.0,0.0,0,1,1,1,1,1,0,1
2380000.0,250.0,5.0,1.0,0.0,31.269034,34.768333,0.0,9520.0,1.0,0.0,1,0,1,0,1,1,0,1
1660000.0,128.0,4.0,1.0,0.0,31.287988,34.806905,0.0,12968.75,0.0,0.0,1,1,1,1,1,1,1,1
3500000.0,170.0,5.0,0.0,1.0,0.0,0.0,0.0,20588.235294117647,1.0,0.0,1,0,1,1,1,1,0,1
1520000.0,117.0,4.0,5.0,0.0,31.240475,34.765876,0.0,12991.452991452992,0.0,0.0,1,1,1,1,1,1,1,1
850000.0,60.0,3.0,2.0,0.0,31.263204,34.789597,0.0,14166.666666666666,0.0,0.0,0,0,1,0,1,0,1,0
2300000.0,135.0,5.0,0.0,1.0,31.263553,34.759554,0.0,17037.037037037036,1.0,0.0,1,0,1,0,1,0,0,1
730000.0,72.0,3.0,4.0,0.0,31.246078,34.774915,0.0,10138.888888888889,0.0,0.0,0,0,0,0,1,0,0,0
2450000.0,181.0,5.0,21.0,0.0,0.0,0.0,0.0,13535.911602209944,0.0,0.0,1,1,1,1,1,1,0,1
1470000.0,98.0,4.0,0.0,1.0,31.256172,34.79599,0.0,15000.0,0.0,0.0,0,0,0,0,1,1,1,0
4550000.0,500.0,8.0,0.0,1.0,31.275525625,34.754391,0.0,9100.0,1.0,0.0,0,0,1,1,1,1,0,0
1250000.0,108.0,4.0,3.0,0.0,31.2543385769231,34.7934598076923,0.0,11574.074074074075,0.0,0.0,0,0,1,0,1,0,0,0
1199999.0,107.0,4.0,7.0,0.0,31.240768,34.767597,0.0,11214.943925233645,0.0,0.0,1,1,1,0,1,1,0,1
655000.0,75.0,3.5,4.0,0.0,31.255628,34.775405,0.0,8733.333333333334,0.0,0.0,0,0,0,1,1,0,1,0
720000.0,50.0,2.0,1.0,0.0,31.2409898,34.8102776,0.0,14400.0,0.0,0.0,0,0,1,1,1,0,1,0
